CodigoFamilia,TipoDocumento,RangoEdad,NombreDepartamentoAtencion,NombreMunicipioAtencion,Discapacidad,Estrato,Genero,EstadoBeneficiario,Logro17,PE35,HE20
HID30239203,RC,06-17,CUNDINAMARCA,GUTIERREZ,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID10810290,CC,50-65,CUNDINAMARCA,GACHANCIPA,NO,2,Mujer,NO ACTIVO,ALCANZADO,No,No
HID12630558,CC,30-49,CUNDINAMARCA,UTICA,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID88261975,CC,30-49,CUNDINAMARCA,SOACHA,ND,99,Hombre,ACTIVO,ALCANZADO,No,No
HID18852356,CC,50-65,CUNDINAMARCA,CHOCONTA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID21478646,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,Si
HID63471420,RC,06-17,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID37127348,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID94742930,TI,18-29,CUNDINAMARCA,YACOPI,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID38438627,TI,18-29,CUNDINAMARCA,PAIME,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID28002067,CC,>65,CUNDINAMARCA,SOACHA,NO,0,Hombre,NO ACTIVO,ALCANZADO,No,No
HID62730491,TI,18-29,CUNDINAMARCA,SOACHA,NO,1,Hombre,ACTIVO,NO APLICA,No,No
HID72126660,CC,>65,CUNDINAMARCA,TOCAIMA,NO,1,Mujer,NO ACTIVO,ALCANZADO,No,No
HID96078148,TI,06-17,CUNDINAMARCA,CAJICA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID23677365,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID55014237,TI,06-17,CUNDINAMARCA,CAJICA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID26850079,RC,06-17,CUNDINAMARCA,EL ROSAL,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID38121517,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID58065530,CC,50-65,CUNDINAMARCA,MANTA,SI,1,Hombre,ACTIVO,ALCANZADO,Si,No
HID95214414,CC,30-49,CUNDINAMARCA,SUSA,NO,2,Hombre,NO ACTIVO,ALCANZADO,No,No
HID10056336,CC,50-65,CUNDINAMARCA,SOACHA,SI,0,Mujer,ACTIVO,POR ALCANZAR,Si,No
HID21989397,CC,30-49,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID23818714,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID79292271,TI,18-29,CUNDINAMARCA,SAN CAYETANO,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID94430838,CC,18-29,CUNDINAMARCA,RICAURTE,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID92542937,TI,18-29,CUNDINAMARCA,TIBIRITA,NO,0,Hombre,NO ACTIVO,NO APLICA,No,No
HID77909742,RC,06-17,CUNDINAMARCA,GIRARDOT,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID95687548,CC,50-65,CUNDINAMARCA,MANTA,NO,1,Mujer,NO ACTIVO,ALCANZADO,No,No
HID50072412,CC,50-65,CUNDINAMARCA,AGUA DE DIOS,NO,1,Mujer,ACTIVO,POR ALCANZAR,No,No
HID70494872,CC,>65,CUNDINAMARCA,QUEBRADANEGRA,NO,0,Mujer,ACTIVO,POR ALCANZAR,No,No
HID23435317,TI,18-29,CUNDINAMARCA,GUATAQUI,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID34391562,TI,18-29,CUNDINAMARCA,FOSCA,NO,0,Hombre,ACTIVO,NO APLICA,Si,No
HID23620691,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID80664780,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID62425894,CC,18-29,CUNDINAMARCA,MOSQUERA,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID88181536,CC,30-49,CUNDINAMARCA,SILVANIA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID84285444,CC,30-49,CUNDINAMARCA,FACATATIVA,NO,2,Hombre,NO ACTIVO,ALCANZADO,No,No
HID41278181,CC,30-49,CUNDINAMARCA,SASAIMA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID80316508,CC,50-65,CUNDINAMARCA,MEDINA,NO,0,Mujer,ACTIVO,POR ALCANZAR,No,No
HID26731213,CC,>65,CUNDINAMARCA,VILLETA,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID18166308,RC,06-17,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID19924502,CC,30-49,CUNDINAMARCA,VERGARA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID41403983,CC,>65,CUNDINAMARCA,YACOPI,NO,1,Hombre,ACTIVO,POR ALCANZAR,No,No
HID19694213,CC,50-65,CUNDINAMARCA,MEDINA,NO,1,Hombre,ACTIVO,ALCANZADO,Si,No
HID10303642,CC,18-29,CUNDINAMARCA,APULO,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID95728233,TI,18-29,CUNDINAMARCA,SIMIJACA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID93435134,CC,>65,CUNDINAMARCA,GUADUAS,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID98163078,CC,30-49,CUNDINAMARCA,UBALA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID88569792,CC,18-29,CUNDINAMARCA,LA PEÑA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID99276391,CC,>65,CUNDINAMARCA,SOACHA,ND,1,Hombre,ACTIVO,POR ALCANZAR,No,No
HID40777777,CC,>65,CUNDINAMARCA,YACOPI,NO,0,Hombre,ACTIVO,POR ALCANZAR,No,No
HID84192480,TI,18-29,CUNDINAMARCA,VERGARA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID27201653,TI,18-29,CUNDINAMARCA,TIBIRITA,NO,0,Mujer,ACTIVO,POR ALCANZAR,No,No
HID73384018,CC,>65,CUNDINAMARCA,GUATAQUI,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID68097165,CC,18-29,CUNDINAMARCA,LA MESA,NO,1,Hombre,NO ACTIVO,ALCANZADO,No,No
HID54228604,CC,50-65,CUNDINAMARCA,VILLAPINZON,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID86117879,CC,30-49,CUNDINAMARCA,MACHETA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID46306091,TI,18-29,CUNDINAMARCA,BITUIMA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID63460697,CC,50-65,CUNDINAMARCA,YACOPI,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID44478488,CC,50-65,CUNDINAMARCA,ZIPAQUIRA,NO,1,Mujer,NO ACTIVO,ALCANZADO,No,No
HID89860339,CC,50-65,CUNDINAMARCA,PARATEBUENO,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID43323236,CC,30-49,CUNDINAMARCA,SIBATE,NO,1,Hombre,ACTIVO,ALCANZADO,No,Si
HID11920303,CC,>65,CUNDINAMARCA,MADRID,NO,1,Hombre,NO ACTIVO,ALCANZADO,No,No
HID62177699,CC,30-49,CUNDINAMARCA,FUQUENE,NO,1,Hombre,NO ACTIVO,ALCANZADO,No,No
HID40605478,CC,50-65,CUNDINAMARCA,GIRARDOT,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID87517491,CC,18-29,CUNDINAMARCA,PUERTO SALGAR,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID36395598,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID48142747,TI,18-29,CUNDINAMARCA,SOACHA,NO,2,Mujer,NO ACTIVO,NO APLICA,No,No
HID49630080,TI,18-29,CUNDINAMARCA,SILVANIA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID26504958,CC,50-65,CUNDINAMARCA,ANOLAIMA,NO,0,Mujer,ACTIVO,POR ALCANZAR,No,No
HID50355461,CC,>65,CUNDINAMARCA,PACHO,NO,1,Hombre,ACTIVO,POR ALCANZAR,No,No
HID25843689,CC,30-49,CUNDINAMARCA,NIMAIMA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID16915776,CC,>65,CUNDINAMARCA,SOACHA,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID78595166,CC,30-49,CUNDINAMARCA,SOACHA,ND,1,Hombre,ACTIVO,ALCANZADO,Si,No
HID27284188,TI,06-17,CUNDINAMARCA,MADRID,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID87923236,CC,50-65,CUNDINAMARCA,NOCAIMA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID19922689,CC,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID45667459,CC,30-49,CUNDINAMARCA,SOACHA,NO,2,Hombre,ACTIVO,ALCANZADO,No,No
HID59180966,TI,18-29,CUNDINAMARCA,CHOCONTA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID45098365,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID95035032,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID71784418,CC,30-49,CUNDINAMARCA,GIRARDOT,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID44866454,TI,18-29,CUNDINAMARCA,TOPAIPI,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID81353092,CC,18-29,CUNDINAMARCA,NIMAIMA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID72939419,CC,50-65,CUNDINAMARCA,FUNZA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID75581512,CC,30-49,CUNDINAMARCA,GUTIERREZ,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID77906204,CC,30-49,CUNDINAMARCA,FOMEQUE,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID49028920,TI,18-29,CUNDINAMARCA,PACHO,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID45632504,CC,30-49,CUNDINAMARCA,CAPARRAPI,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID36107020,CC,>65,CUNDINAMARCA,CAQUEZA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID13749018,CC,30-49,CUNDINAMARCA,SAN BERNARDO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID53520130,CC,50-65,CUNDINAMARCA,GIRARDOT,NO,99,Hombre,ACTIVO,ALCANZADO,No,No
HID10892719,CC,50-65,CUNDINAMARCA,ANOLAIMA,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID95705888,CC,50-65,CUNDINAMARCA,FUSAGASUGA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID85801812,CC,30-49,CUNDINAMARCA,SIBATE,NO,0,Mujer,ACTIVO,ALCANZADO,No,Si
HID78904874,CC,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID15259247,CC,50-65,CUNDINAMARCA,LA MESA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID10386729,CC,30-49,CUNDINAMARCA,PARATEBUENO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID52321957,CC,50-65,CUNDINAMARCA,PARATEBUENO,NO,0,Mujer,ACTIVO,ALCANZADO,No,600000
HID18755869,CC,50-65,CUNDINAMARCA,FOSCA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID42415459,CC,18-29,CUNDINAMARCA,VILLETA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID85780213,CC,18-29,CUNDINAMARCA,PASCA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID55028037,TI,18-29,CUNDINAMARCA,VIOTA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID39348263,CC,>65,CUNDINAMARCA,VIOTA,NO,0,Hombre,ACTIVO,POR ALCANZAR,No,No
HID18529310,CC,>65,CUNDINAMARCA,UTICA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID91565263,CC,>65,CUNDINAMARCA,MEDINA,ND,0,Hombre,ACTIVO,ALCANZADO,No,No
HID79665618,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID76393685,RC,06-17,CUNDINAMARCA,FOSCA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID95125777,TI,18-29,CUNDINAMARCA,EL ROSAL,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID99743601,CC,30-49,CUNDINAMARCA,CHOCONTA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID98039109,CC,>65,CUNDINAMARCA,GUADUAS,NO,0,Mujer,ACTIVO,POR ALCANZAR,No,No
HID57615731,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID78474742,TI,18-29,CUNDINAMARCA,SAN CAYETANO,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID74098976,CC,30-49,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID33723248,CC,18-29,CUNDINAMARCA,NILO,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID90331102,TI,06-17,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID21290662,CC,>65,CUNDINAMARCA,ARBELAEZ,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID47396236,TI,18-29,CUNDINAMARCA,GUADUAS,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID56696850,CC,18-29,CUNDINAMARCA,SILVANIA,NO,2,Mujer,ACTIVO,ALCANZADO,No,No
HID59338621,CC,50-65,CUNDINAMARCA,CHOACHI,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID75808554,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,NO ACTIVO,ALCANZADO,No,No
HID99489704,CC,>65,CUNDINAMARCA,SOACHA,SI,0,Mujer,NO ACTIVO,POR ALCANZAR,No,No
HID27800415,CC,>65,CUNDINAMARCA,SUESCA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID58062326,CC,>65,CUNDINAMARCA,GACHETA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID99660494,CC,>65,CUNDINAMARCA,GUADUAS,NO,0,Mujer,ACTIVO,ALCANZADO,No,Si
HID62821332,CC,>65,CUNDINAMARCA,FUSAGASUGA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID84111897,CC,>65,CUNDINAMARCA,VERGARA,NO,1,Mujer,ACTIVO,POR ALCANZAR,No,No
HID30229798,CC,>65,CUNDINAMARCA,SAN BERNARDO,NO,2,Hombre,ACTIVO,ALCANZADO,No,No
HID55567353,CC,50-65,CUNDINAMARCA,SAN BERNARDO,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID13686781,CC,>65,CUNDINAMARCA,CARMEN DE CARUPA,NO,2,Hombre,ACTIVO,ALCANZADO,No,No
HID39892457,CC,>65,CUNDINAMARCA,CHOCONTA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID64134103,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID62789457,TI,18-29,CUNDINAMARCA,FUSAGASUGA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID86757669,CC,50-65,CUNDINAMARCA,EL COLEGIO,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID40614420,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,Si
HID13177673,CC,30-49,CUNDINAMARCA,GUADUAS,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID54859920,TI,18-29,CUNDINAMARCA,FUNZA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID59180966,CC,50-65,CUNDINAMARCA,CHOCONTA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID25016003,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID32349946,TI,06-17,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID69372599,TI,18-29,CUNDINAMARCA,SIBATE,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID11337358,TI,18-29,CUNDINAMARCA,PACHO,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID95897117,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID71728647,TI,18-29,CUNDINAMARCA,CHOCONTA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID88155900,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID57521703,TI,18-29,CUNDINAMARCA,YACOPI,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID67068508,CC,30-49,CUNDINAMARCA,ZIPACON,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID94048386,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID53954947,TI,18-29,CUNDINAMARCA,SIMIJACA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID36418903,TI,18-29,CUNDINAMARCA,MOSQUERA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID75488521,CC,30-49,CUNDINAMARCA,GUACHETA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID34732176,TI,18-29,CUNDINAMARCA,PUERTO SALGAR,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID76530918,CC,50-65,CUNDINAMARCA,FOMEQUE,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID57537001,TI,06-17,CUNDINAMARCA,JUNIN,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID53853160,CC,>65,CUNDINAMARCA,SOACHA,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID49524503,CC,>65,CUNDINAMARCA,FUSAGASUGA,NO,2,Hombre,ACTIVO,ALCANZADO,No,No
HID31401568,TI,18-29,CUNDINAMARCA,MADRID,NO,0,Mujer,NO ACTIVO,ALCANZADO,No,No
HID94378784,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID53103742,CC,30-49,CUNDINAMARCA,QUIPILE,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID73429018,TI,18-29,CUNDINAMARCA,PACHO,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID86020117,TI,18-29,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID61343563,CC,50-65,CUNDINAMARCA,SAN BERNARDO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID81095537,TI,18-29,CUNDINAMARCA,GIRARDOT,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID19778773,CC,30-49,CUNDINAMARCA,GAMA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID67169405,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID42171441,TI,18-29,CUNDINAMARCA,TOCAIMA,NO,0,Hombre,NO ACTIVO,NO APLICA,No,No
HID44645687,CC,50-65,CUNDINAMARCA,YACOPI,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID17270783,CC,30-49,CUNDINAMARCA,JUNIN,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID50994503,RC,06-17,CUNDINAMARCA,GUATAQUI,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID45524782,CC,50-65,CUNDINAMARCA,MACHETA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID76329878,CC,50-65,CUNDINAMARCA,SASAIMA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID86813242,CC,30-49,CUNDINAMARCA,GIRARDOT,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID86813242,CC,30-49,CUNDINAMARCA,GIRARDOT,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID81030504,CC,>65,CUNDINAMARCA,TOCAIMA,NO,99,Mujer,ACTIVO,POR ALCANZAR,No,No
HID24545694,TI,18-29,CUNDINAMARCA,NARIÑO,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID17612452,RC,06-17,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID40822145,CC,50-65,CUNDINAMARCA,PACHO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID14345415,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID21838131,TI,18-29,CUNDINAMARCA,FOMEQUE,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID84374124,CC,>65,CUNDINAMARCA,PARATEBUENO,ND,2,Hombre,ACTIVO,ALCANZADO,No,No
HID21860265,TI,18-29,CUNDINAMARCA,SUPATA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID55873114,TI,18-29,CUNDINAMARCA,SAN BERNARDO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID73368437,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID55122547,CC,>65,CUNDINAMARCA,FUSAGASUGA,SI,1,Mujer,ACTIVO,POR ALCANZAR,Si,No
HID75006783,CC,30-49,CUNDINAMARCA,NARIÑO,NO,0,Mujer,ACTIVO,POR ALCANZAR,No,No
HID79421493,TI,18-29,CUNDINAMARCA,FOSCA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID13630962,TI,18-29,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,NO,0,Mujer,NO ACTIVO,ALCANZADO,No,No
HID47736378,CC,30-49,CUNDINAMARCA,RICAURTE,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID77941334,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID47864254,CC,30-49,CUNDINAMARCA,GIRARDOT,NO,1,Mujer,NO ACTIVO,ALCANZADO,No,No
HID64700601,CC,18-29,CUNDINAMARCA,SOACHA,ND,1,Mujer,ACTIVO,ALCANZADO,No,No
HID50011802,CC,>65,CUNDINAMARCA,JUNIN,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID15610005,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID11684020,CC,18-29,CUNDINAMARCA,NARIÑO,NO,0,Mujer,ACTIVO,POR ALCANZAR,No,No
HID90607364,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,Si
HID31194258,TI,18-29,CUNDINAMARCA,SOPO,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID34772426,CC,18-29,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,NO,0,Hombre,NO ACTIVO,ALCANZADO,No,No
HID60588886,CC,30-49,CUNDINAMARCA,PULI,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID62248782,CC,30-49,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID25491427,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID97493978,CC,30-49,CUNDINAMARCA,BELTRAN,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID90068729,CC,>65,CUNDINAMARCA,TENJO,ND,1,Mujer,ACTIVO,ALCANZADO,No,No
HID50664605,TI,18-29,CUNDINAMARCA,UNE,SI,0,Hombre,ACTIVO,NO APLICA,Si,No
HID40757124,TI,06-17,CUNDINAMARCA,RICAURTE,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID33024753,CC,50-65,CUNDINAMARCA,VERGARA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID83673886,CC,>65,CUNDINAMARCA,SIBATE,NO,1,Hombre,ACTIVO,ALCANZADO,No,Si
HID13949084,CC,50-65,CUNDINAMARCA,TOPAIPI,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID23762284,TI,06-17,CUNDINAMARCA,COTA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID62619070,CC,>65,CUNDINAMARCA,SAN JUAN DE RIO SECO,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID86386794,CC,50-65,CUNDINAMARCA,SAN JUAN DE RIO SECO,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID31503506,TI,18-29,CUNDINAMARCA,UBAQUE,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID23963983,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID12008366,CC,30-49,CUNDINAMARCA,MADRID,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID28286555,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID96392121,TI,18-29,CUNDINAMARCA,LA MESA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID81894583,CC,50-65,CUNDINAMARCA,ZIPAQUIRA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID18848611,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID48461471,CC,30-49,CUNDINAMARCA,VIOTA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID20309005,CC,>65,CUNDINAMARCA,TOCAIMA,NO,1,Mujer,NO ACTIVO,POR ALCANZAR,No,No
HID79205535,CC,30-49,CUNDINAMARCA,GUASCA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID56160132,CC,50-65,CUNDINAMARCA,ZIPAQUIRA,NO,0,Hombre,NO ACTIVO,ALCANZADO,No,No
HID36406501,TI,06-17,CUNDINAMARCA,LA VEGA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID19018410,CC,18-29,CUNDINAMARCA,AGUA DE DIOS,NO,1,Hombre,ACTIVO,POR ALCANZAR,Si,No
HID19018410,CC,18-29,CUNDINAMARCA,AGUA DE DIOS,NO,1,Hombre,ACTIVO,POR ALCANZAR,Si,No
HID95617808,CC,30-49,CUNDINAMARCA,CHOCONTA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID29284846,TI,18-29,CUNDINAMARCA,GIRARDOT,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID41424880,CC,30-49,CUNDINAMARCA,VENECIA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID24295100,TI,06-17,CUNDINAMARCA,GIRARDOT,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID87282088,CC,30-49,CUNDINAMARCA,JERUSALEN,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID63244945,CC,30-49,CUNDINAMARCA,NILO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
